hint_job_graph,"Dies ist das Arbeitsnetzwerk Die Arbeiten sind anhand der Ähnlichkeiten der für sie erforderlichen Qualifikationen miteinander verknüpft. Der <b style='color:#fff;background:#0e55ef;'>dunkelblaue</b> Knoten ist Ihre derzeitige Arbeit. <br /><br /><b style='color:#fff;background:#4fc6ea;'>Hellblaue</b> Knoten sind Arbeiten, für die Sie sich <b style='background:#f9ca2f;'>bewerben</b> können, indem Sie sie <img src='/static/pointer.png' width='9px' /><span style='text-decoration:underline;'>anklicken</span> (es dauert {applicationMonths} Monate, bis Sie eine Antwort erhalten). Ihre Chance, eingestellt zu werden hängt vom Niveau Ihrer einschlägigen <em>Qualifikationen</em>, Ihrer <em>Bildung</em> und der <em>Leistung</em> in Ihrer derzeitigen Arbeit ab.<br /><br /><b style='color:#fff;background:#51728c;'>Dunkelgraue</b> Arbeiten sind Arbeiten, die Sie bereits hatten. Sie können sich jederzeit wieder für sie bewerben.<br /><br /><img src='/static/cursor.png' width='7px' /><span style='text-decoration:underline;'>Ziehen Sie die Maus über</span> eine Arbeit, um die erforderlichen Qualifikationen, den Monatslohn, die Gefährdung durch Automatisierung und Ihr derzeitiges Qualifikationsniveau einzusehen."
hint_hud,"Hier sehen Sie Ihr derzeitiges üéÇ Alter, üè¶ Ersparnisse, üí∏ Einkommen, Ausgaben, üéì Bildungsgrad und üõ†Ô∏è Arbeit.<br /><br />Das <b style='color:#fff;background:#395be5;'>Qualifikationen-</b>Menü zeigt Ihnen Ihre Qualifikationen an und im <b style='color:#fff;background:#395be5;'>Schul</b>menü können Sie sich an der Schule anmelden."
hint_work,"<b style='color:#fff;background:#ea432a;'>Arbeitsaufgaben</b> stapeln sich hier. <img src='/static/pointer.png' width='9px' /><span style='text-decoration:underline;'>Klicken Sie</span> auf eine beliebige, um sie abzuschließen und Ihre <b style='color:#fff;background:#d119e5;'>Leistung</b> bei Ihrer Arbeit zu erhöhen. Dies beeinträchtigt Ihre Chance, bei neuen Arbeitsstellen eingestellt zu werden."
twitter_share,Auf Twitter teilen
facebook_share,Auf Facebook teilen
counterfactual,"Wenn die Automatisierung nicht gewesen wäre, hätten Sie ${amount} {comp} verdient als Sie tatsächlich verdient haben."
njobs_outcome,Sie waren in {nJobs} verschiedenen Arbeitsstellen beschäftigt. Das ist {amount} {comp} als andere Spieler.
debt_outcome,Sie haben Darlehen in Höhe von ${loans} aufgenommen. Das ist ${amount} {comp} als andere Spieler.
how_to_play_title,Wie wird das Spiel gespielt?
how_to_play,"<p><b style='background:#f9ca2f;'>Bewerben</b> Sie sich für neue Arbeiten, indem Sie auf die <b style='color:#fff;background:#4fc6ea;'>hellblauen</b> Knoten im Arbeitsnetzwerk <img src='/static/pointer.png' width='9px' /><span style='text-decoration:underline;'>klicken</span>. <img src='/static/cursor.png' width='7px' /><span style='text-decoration:underline;'>Ziehen Sie die Maus über</span> Arbeiten, um mehr über sie zu erfahren.</p><p>Behalten Sie Ihre <b style='color:#fff;background:#d119e5;'>Leistung</b> bei, indem Sie in der (<img src='/static/pointer.png' width='9px' /><span style='text-decoration:underline;'>Klicken</span>) <b style='color:#fff;background:#ea432a;'>Arbeit</b> in der Ecke oben rechts ganz oben bleiben.</p><p>Sie haben monatliche Ausgaben, die automatisch von Ihren üè¶ Ersparnissen abgezogen werden. Wenn Sie sich zu hoch verschulden, endet das Spiel.</p><p>Sie können Ihren Fortschritt in Bezug auf Ihr Ruhestand- üèñÔ∏è Ziel in der Ecke unten links verfolgen.</p><p>Wenn Sie stecken bleiben oder einen Moment Pause brauchen, ist das kein Problem. Sie können das Spiel <b style='color:#fff;background:#395be5;'>unterbrechen</b> wann immer Sie wollen.</p>"
consent_form_title,Informationen zur Studie und Einverständniserklärung für erwachsene Teilnehmer*innen
consent_form_section_1_title,1. Ziel der Studie
consent_form_section_1,"In der Studie <em>Das automatisierte Leben</em> wollen wir untersuchen, wie Menschen ihre Arbeit wechseln können, um die negativen Auswirkungen der Automatisierung zu vermeiden."
consent_form_section_2_title,2. Verfahrensweise und Inhalt der Studie
consent_form_section_2,"Zu diesem Zweck bitten wir Sie, ein Online-Videospiel zu spielen, bei dem Sie Entscheidungen über Anstellungen, Qualifikationen und Automatisierung in einem zeitlich festgelegten Umfeld treffen müssen. Die Spieloberfläche kann von Teilnehmer*in zu Teilnehmer*in möglicherweise leicht geändert werden, um die Auswirkungen unterschiedlicher Informationen auf die Art und Weise zu messen, wie Menschen spielen."
consent_form_section_3_title,3. Was passiert mit den erfassten Informationen und Daten?
consent_form_section_3,"Bei dieser Studie handelt es sich um ein Forschungsprojekt des Max-Planck-Instituts für Bildungsforschung. Die erfassten anonymen Daten darüber, wie Sie das Spiel spielen, werden ausschließlich für Forschungszwecke verwendet.<br /><br />Es werden keine personenbezogenen Daten aufgezeichnet. Wir verwenden Ihre IP-Adresse, um das Land zu ermitteln, aus dem Sie auf die Website zugreifen, wir speichern jedoch nicht die vollständige IP-Adresse selbst. Wenn Sie sich für die Teilnahme an der Abschlussumfrage entscheiden, werden wir grobe Angaben zu Ihrem Alter, Geschlecht und Ihrem Bildungsgrad mit Ihrem Weg durch das Spiel verknüpfen.<br /><br />Die Studiendaten können über Forschungsdatenbanken oder wissenschaftliche Veröffentlichungen öffentlich zugänglich gemacht werden. Beachten Sie bitte, dass die öffentlich zugänglichen Daten auch für Zwecke verwendet werden können, die über diese bestimmte Studie hinausgehen."
consent_form_section_4_title,4. Teilnahme ist freiwillig
consent_form_section_4,Die Teilnahme an dieser Studie ist freiwillig. Sie können die Teilnahme an der Studie jederzeit vor Beendigung des Spiels abbrechen.
consent_form_section_5_title,5. Einwilligung
consent_form_section_5,"Die Studie <em>Das automatisierte Leben</em> ist mit einem einzigen Spieldurchlauf des Spiels verknüpft, der etwa 30 Minuten dauert und Sie können so viele Male spielen, wie Sie wollen.<br /><br />Wenn Sie das Kästchen unten ankreuzen, erklären Sie, dass Sie die oben dargelegten Bedingungen gelesen und verstanden haben und mit der Teilnahme an der Studie sowie mit der Erfassung, Speicherung und Nutzung Ihrer Daten nach der Beschreibung oben einverstanden sind."
consent_label,Ich verstehe die Bedingungen und willige ein.
consent_submit_button,Absenden
news_title,Eilmeldung
bad_performance_warning,"Ihre Arbeitsleistung in den letzten {months} Monaten war schrecklich. Sie werden gekündigt, wenn Sie sich nicht bessern."
fired,Sie wurden wegen Ihrer schlechten Leistung gekündigt.
