hint_work,Les <b style='color:#fff;background:#ea432a;'>tâches</b> vont s'accumuler ici. <img src='/static/pointer.png' width='9px' />Cliquez sur n'importe quel bouton pour les compléter et augmenter vos <b style='color:#fff;background:#d119e5;'>performances</b> dans votre travail. Cela affecte vos chances d'être embauché dans de nouveaux emplois.
twitter_share,Partager sur Twitter
facebook_share,Partager sur Facebook
counterfactual,"Sans l'automatisation, vous auriez gagné ${amount} {comp} de plus que vous ne l'avez fait."
njobs_outcome,Vous avez eu {nJobs} emplois différents. C'est {amount} {comp} que les autres joueurs.
debt_outcome,Vous avez contracté ${loans} de prêts. C'est ${amount} {comp} que les autres joueurs.
how_to_play_title,Comment jouer
how_to_play,"<p><b style='background:#f9ca2f;'>Postulez</b> à de nouvelles offres d'emploi en <img src='/static/pointer.png' width='9px' />cliquant sur les nœuds <b style='color:#fff;background:#4fc6ea;'>bleu clair</b> du réseau d'offres d'emploi. <img src='/static/cursor.png' width='7px' />Passez la souris sur les emplois pour en apprendre davantage à leur sujet.</p><p>Maintenez votre <b style='color:#fff;background:#d119e5;'>performance</b> en restant en haut (<img src='/static/pointer.png' width='9px' /><span style='text-decoration:underline;'>en cliquant</span>) <b style='color:#fff;background:#ea432a;'>du travail</b> dans le coin supérieur droit.</p><p>Vous avez des dépenses mensuelles qui sont automatiquement déduites de vos économies. Si vous vous endettez trop, le jeu se termine.</p><p>Vous pouvez suivre vos progrès vers votre objectif de retraite dans le coin inférieur gauche.</p><p>Si vous êtes coincé ou avez besoin d'un moment, ne vous inquiétez pas. Vous pouvez mettre le jeu en <b style='color:#fff;background:#395be5;'>pause</b> quand vous le souhaitez.</p>"
consent_form_title,Renseignements concernant l'étude et déclaration de consentement éclairé pour les participants adultes
consent_form_section_1_title,1. Objectif de l'étude
consent_form_section_1,"Dans l'étude The Automated Life, nous voulons examiner comment les gens peuvent changer d'emploi afin d'éviter les effets négatifs de l'automatisation."
consent_form_section_2_title,2. Procédure et contenu de l'étude
consent_form_section_2,"Pour ce faire, nous vous demanderons de jouer à un jeu vidéo en ligne qui nécessite de prendre des décisions sur des emplois, des compétences et l'automatisation dans un environnement chronométré. L'interface du jeu peut être légèrement modifiée entre les participants afin de mesurer les effets de diverses informations sur la façon dont les gens choisissent de jouer."
consent_form_section_3_title,3. Qu'adviendra-t-il des informations et des données recueillies ?
consent_form_section_3,"Cette étude est un projet de recherche du Max-Planck-Institut (MPI) pour le développement humain. Les données anonymes recueillies sur la façon dont vous jouez à ce jeu seront utilisées à des fins de recherche uniquement.<br /><br />Aucune donnée personnelle ne sera enregistrée. Nous utilisons votre adresse IP pour déterminer le pays à partir duquel vous accédez au site, mais nous ne stockons pas l'adresse IP complète elle-même. Si vous choisissez de participer à l'enquête de sortie, nous établirons un lien entre des informations générales sur votre âge, votre sexe ou encore votre niveau d'études et votre parcours dans le jeu.<br /><br />Les données de l'étude peuvent être rendues accessibles au public par des bases de données de recherche ou des publications scientifiques. Veuillez noter que les données accessibles au public peuvent également être utilisées à des fins dépassant le cadre de cette étude particulière."
consent_form_section_4_title,4. La participation est volontaire
consent_form_section_4,La participation à cette étude est volontaire. Vous pouvez vous abandonner l'étude à tout moment avant la fin du jeu.
consent_form_section_5_title,5. Consentement
consent_form_section_5,"L'étude Automated Life comprend une seule partie d'une durée d'environ 30 minutes et vous pouvez jouer autant de fois que vous le voulez.<br /><br />En cochant la case ci-dessous, vous indiquez que vous avez lu et compris les conditions décrites ci-dessus et que vous consentez à participer à l'étude et à la collecte, au stockage et à l'utilisation de vos données, comme décrit ci-dessus."
consent_label,Je comprends et j'accepte les conditions.
consent_submit_button,Soumettre
news_title,Informations de dernière minute
bad_performance_warning,Votre rendement au travail a été affreux depuis {months} mois. Vous serez viré si vous ne vous remettez pas en forme !
fired,Vous avez été viré en raison de vos mauvaises performances.
Student,Étudiant
