how_to_play,<p><b style='background:#f9ca2f;'>تقدم </b>للحصول على وظائف جديدة <img src='/static/pointer.png' width='9px' />بالنقر على العقد باللون <b style='color:#fff;background:#4fc6ea;'>الأزرق الفاتح</b> في شبكة الوظائف. <img src='/static/cursor.png' width='7px' />مرّر الفأرة فوق الوظائف لمعرفة المزيد عنها.</p><p>حافظ على <b style='color:#fff;background:#d119e5;'>أدائك</b> بالبقاء في مستوى عالٍ في (<img src='/static/pointer.png' width='9px' />النقر) <b style='color:#fff;background:#ea432a;'>العمل</b> في الزاوية العليا اليمنى.</p><p>لديك مصاريف شهرية يتم خصمها آليًا من üè¶  مدخراتك. إذا غرقت بالدين، فستنتهي اللعبة.</p><p>يمكنك تتبع التقدم الذي تحرزه نحو هدفك üèñÔ∏è عند التقاعد بالنظر إلى الزواية الدنيا اليسرى.</p><p>إذا انشغلت فجأة، فلا تقلق، لأنك تستطيع <b style='color:#fff;background:#395be5;'>إيقاف</b> اللعبة متى ما أردت ذلك.</p>
consent_form_title,معلومات حول الدراسة، وبيان موافقة المشاركين البالغين المستندة إلى معلومات واضحة.
consent_form_section_1_title,1. الغرض من الدراسة
consent_form_section_1,"نسعى في هذه الدراسة التي أطلقنا عليها اسم ""الحياة في ظل الأتمتة"" إلى البحث في الطرق التي يغير بها الأفراد وظائفهم لتجنب الآثار السلبية الناجمة عن الأتمتة."
consent_form_section_2_title,2. الإجراء ومضمون الدراسة
consent_form_section_2,للقيام بذلك، سنطلب منك المشاركة في لعبة على الإنترنت تتطلب منك اتخاذ قرارات حول الوظائف والمهارات والأتمتة ضمن وقت محدد. وتختلف واجهة اللعبة التي تظهر للمشاركين بعض الشيء بهدف قياس أثر المعلومات المختلفة على اختيارات الأفراد لطريقة اللعب.
consent_form_section_3_title,3. كيف تُستخدم المعلومات والبيانات التي يتم جمعها؟
consent_form_section_3,تمثل هذه الدراسة مشروعًا بحثيًا يجريه معهد ماكس بلانك (MPI) للتنمية البشرية. لن تستخدم البيانات مجهولة المصدر التي تم جمعها حول أدائك في هذه اللعبة إلا لغايات بحثية فقط.<br /><br />لن يتم تسجيل أي بيانات شخصية. نستخدم عنوان IP الخاص بك لتحديد الدولة التي تدخل منها إلى الموقع، دون أن نخزن عنوان IP كاملاً. إذا اخترت المشاركة في المسح الاستطلاعي الأخير، فسنربط المعلومات العامة حول سنك وجنسك ومستوى تعليمك بمسارك على اللعبة.<br /><br />يمكن نشر بيانات الدراسة للجمهور من خلال قواعد البيانات البحثية أو المنشورات العلمية. ننوه إلى أنه يمكن استخدام هذه الدراسة لأغراض تتجاوز هذه الدراسة على وجه التحديد.
consent_form_section_4_title,4. المشاركة طوعية
consent_form_section_4,المشاركة في هذه الدراسة طوعية. يمكنك الانسحاب من هذه الدراسة في أي وقت قبل إنهائها.
consent_form_section_5_title,5. موافقة
consent_form_section_5,"تتضمن دراسة ""الحياة في ظل الأتمتة"" لعبة واحدة تستمر نحو 30 دقيقة، ويمكن تكرارها بعدد المرات الذي تشاء.<br /><br />وعند تفعيل المربع أدناه، فإنك تشير إلى أنك قرأت الشروط المبينة أعلاه وفهمتها، وتوافق على المشاركة في الدراسة وعلى جمع البيانات وتخزينها واستخدامها كما هو موضح أعلاه."
consent_label,فهمت الشروط وأوافق عليها.
consent_submit_button,إرسال
news_title,خبر عاجل
bad_performance_warning,لقد سجلت أداء سيئًا للغاية منذ{months} شهور/شهرًا. سيتم طردك إن لم تحسن من أدائك.
fired,لقد تم طردك بسبب أدائك.
Student,طالب علم
