81,Technicien en avionique
82,Porteur de bagages
83,Huissier de justice
84,Boulanger
85,Barbier
86,Barman
87,Réparateur de vélos
88,Percepteur de factures et de comptes
89,Commis à la facturation
90,Biochimiste/biophysicien
91,Enseignant en sciences biologiques au niveau post-secondaire
92,Biologiste
93,Biotechnicien
94,Ingénieur biomédical
95,Chaudronnier
96,Commis comptable
97,Briqueteur-maçon
98,Pontier et éclusier
99,Analyste de nouvelles radiodiffusées
100,Technicien en radiodiffusion
101,Commis au courtage
102,Analyste du budget
103,Spécialiste des moteurs diesel
104,Conducteur de car scolaire
105,Conducteur d'autobus
106,Spécialiste des opérations commerciales
107,Enseignant en administration des affaires au niveau post-secondaire
108,Boucher
109,Acheteur de produits agricoles
110,Ébéniste
111,Réparateur d'équipement photographique
112,Opérateur de caméra
113,Capitaine de navire
114,Technologue en soins cardiovasculaires
115,Enseignant dans l'enseignement technique au collège
116,Enseignant dans l'enseignement technique secondaire
117,Agent d'expédition et de fret
118,Charpentier
119,Poseur de moquette
120,Cartographe
121,Caissier
122,Maçon cimentier et finisseur de béton
123,Chef cuisinier
124,Ingénieur chimiste
125,Opérateur d'équipement chimique
126,Opérateur d'usine de produits chimiques
127,Technicien en chimie
128,Enseignant en chimie au niveau post-secondaire
129,Chimiste
130,Directeur général
131,Assistante sociale
132,Assistante maternelle
133,Chiropraticien
134,Chorégraphe
135,Technicien civil
136,Ingénieur civil
137,Enquêteur sur les réclamations
138,Nettoyeur de véhicules/équipements
139,Opérateur d'équipement de décapage des métaux
140,Membre du clergé
141,Psychologue clinique
142,Coach/scout
143,Opérateur de machine de revêtement/pulvérisation
144,Enrouleuse de bobines
145,Agent d'entretien des distributeurs automatiques
146,Agent chargé de la préparation et du service d'aliments
147,Concepteur industriel
148,Plongeur commercial
149,Pilote professionnel
150,Enseignant en communications au niveau post-secondaire
151,Agent de santé communautaire
152,Gestionnaire de la rémunération et des avantages sociaux
153,Spécialiste en analyse d'emploi
154,Agent de conformité
155,Informaticien
156,Responsable Informatique et Systèmes d'Information
157,Ingénieur en matériel informatique
158,Architecte de réseaux informatiques
159,Spécialiste en assistance des réseaux informatiques
160,Programmeur de machines-outils commandées par ordinateur
161,Technicien en informatique
162,Opérateur informatique
163,Programmeur informatique
164,Enseignant en informatique au niveau post-secondaire
165,Analyste de systèmes informatiques
166,Spécialiste en assistance aux utilisateurs informatiques
167,Réparateur d'ordinateurs
168,Opérateur de machines-outils commandées par ordinateur
169,Concierge
170,Expert scientifique en conservation
171,Inspecteur en construction et en bâtiments
172,Ouvrier de la construction
173,Ouvrier en construction
174,Directeur de la construction
175,Opérateur de machine d'extraction minière en continu
176,Installateur/réparateur de commandes et de vannes
177,Opérateur de convoyeurs
178,Cuisinier de fast-food
179,Cuisinier de cafétéria
180,Cuisinier de restaurant
181,Cuisinier à la commande
182,Opérateur d'équipement de réfrigération et de congélation
183,Agent de correction
184,Commis à la correspondance
185,Estimateur de coûts
186,Préposé aux costumes
187,Commis à la location|
188,Préposé au comptoir
189,Courrier
190,Sténographe judiciaire
191,Greffier du tribunal
192,Artiste manuel
193,Conducteur de grue et de tour
194,Analyste de crédit
195,Autorisateur de crédit
196,Conseiller en crédit
197,Enseignant en justice pénale au niveau post-secondaire
198,Gardien de passage à niveau
199,Opérateur de ponceuse/polisseuse
200,Curateur
201,Représentant du service à la clientèle
202,Coupeur/tailleur à main
203,Opérateur de machine à découper et à trancher
204,Opérateur de machine à découper/poinçonner/presse
205,Codeur de saisie des données
206,Administrateur de base de données
207,Promoteur de produits
208,Assistante dentaire
209,Hygiéniste dentaire
210,Technicien de laboratoire dentaire
211,Dentiste
212,Opérateur de derrick
213,Desktop Publisher
214,Enquêteur criminel
215,Échographiste médical diagnostique
216,Technicien en diététique
217,Diététicien
218,Préposé à la cafétéria
219,Directeur d'enseignement religieux
220,Plongeur (restauration)
221,Répartiteur
222,Vendeur de rue
223,Conducteur de drague
224,Opérateur de foreuse/aléseuse
225,Chauffeur/ouvrier en ventes
226,Poseur de cloisons sèches
227,Foreur de terre
228,Enseignant en économie au niveau post-secondaire
229,Économiste
230,Éditeur
231,Administrateur de l'éducation
232,Administrateur d'école primaire et secondaire
233,Administrateur d'école post-secondaire
234,Administrateur du préscolaire
235,Enseignant en éducation au niveau post-secondaire
236,Conseiller d'orientation
237,Réparateur de moteurs électriques
238,Monteur d'équipements électriques
239,Dessinateur de schémas électriques
240,Technicien électricien
241,Réparateur électricien dans les transports
242,Réparateur électrique dans l'industrie
243,Réparateur électrique de centrale électrique
244,Ingénieur électricien
245,Installateur/réparateur de lignes électriques sous tension
246,Électricien
247,Technicien en électro-mécanique
248,Monteur d'équipements électro-mécaniques
249,Installateur/réparateur de matériel électronique pour véhicules automobiles
250,Installateurs/réparateurs de systèmes de divertissement à domicile
251,Ingénieur en électronique
252,Enseignant à l'élémentaire
253,Installateur/réparateur d'ascenseur
254,Intervieweur chargé de l'admissibilité au programme gouvernemental
255,Embaumeur
256,Directeur de la gestion des urgences
257,Ambulancier paramédical
258,Assembleur de moteurs
259,Enseignant en ingénierie au niveau post-secondaire
260,Technicien en ingénierie
261,Ingénieur
262,Enseignant en langue et littérature anglaise au niveau post-secondaire
263,Technicien en environnement
264,Ingénieur en environnement
265,Technicien en hygiène de l'environnement
266,Enseignant en sciences de l'environnement au niveau post-secondaire
267,Scientifique de l'environnement
268,Épidémiologiste
269,Graveur
270,Opérateur de machine d'excavation/de chargement
271,Adjointe administrative exécutive
272,Physiologiste de l'exercice
273,Ouvrier en explosifs
274,Opérateur de machine d'extrusion/étirage
275,Opérateur de machine d'extrusion/formage
276,Opérateur de machine de formage/compactage
277,Dessinateur de tissus et d'articles d'habillement
278,Raccommodeur de tissus
279,Bûcheron
280,Médecin généraliste
281,Conseiller en gestion agricole et domestique
282,Mécanicien en équipements agricoles
283,Entrepreneur en main-d'œuvre agricole
284,Agriculteur
285,Travailleur agricole
286,Travailleur agricole de ranch
287,Créateur de mode
288,Monteur de clôture
289,Fabricant de fibre de verre
290,Commis aux dossiers
291,Monteur de film
292,Analyste financier
293,Examinateur financier
294,Directeur financier
295,Spécialiste financier
296,Artiste Beaux-Arts
297,Inspecteur des incendies
298,Pompier
299,Surveillant des métiers de la construction
300,Surveillant des agents de correction
301,"Superviseur de l'agriculture, de la pêche et de la sylviculture"
302,Superviseur des pompiers
303,Superviseur dans la préparation des aliments
304,Superviseur d'ouvriers manuels/manutention de matériel
305,Superviseur de concierges
306,Superviseur de l'entretien du terrain
307,Superviseur mécanicien
308,Superviseur des ventes autres qu'au détail
309,Superviseur du soutien administratif
310,Superviseur des préposés aux services aux personnes
311,Superviseur de police
312,Superviseur des travailleurs de la production et de l'exploitation
313,Superviseur des ventes au détail
314,Superviseur des opérateurs de transport
315,Gardien des poissons et du gibier
316,Pêcheur
317,Entraîneur fitness
318,Hôtesse de l'air/Steward
319,Poseur de revêtement de sol
320,Ponceur/finisseur de plancher
321,Créateur floral
322,Opérateur de machines pour l'alimentation et le tabac
323,Préparateur de lots alimentaires
324,Opérateur/opératrice de machine de cuisson d'aliments
325,Préparateur d'aliments
326,Scientifique de l'alimentation
327,"Serveur de repas, hors restaurant"
328,Gestionnaire de services alimentaires
329,Enseignant en langue étrangère au niveau post-secondaire
330,Technicien judiciaire
331,Technicien en restauration
332,Travailleur forestier et de la conservation
333,Inspecteur des incendies de forêts
334,Garde forestier
335,Enseignant en sylviculture et en sciences de la conservation au niveau post-secondaire
336,Opérateur de machine à forger
337,Ouvrier en moules de fonderie et fabrication de noyaux
338,Responsable de la collecte de fonds
339,Préposé funéraire
340,Gestionnaire de services funéraires
341,Cuiseur de briques et tuiles
342,Finisseur de meubles
343,Écrivain de livres de jeux vidéo
344,Travailleur de cage de jeux vidéo
345,Caissier de kiosque
346,Revendeur de jeux vidéo
347,Gestionnaire de jeux vidéo
348,Superviseur de jeux vidéo
349,Enquêteur sur les jeux vidéo
350,Opérateur de station de pompage
351,Opérateur d'usine de gaz
352,Directeur d'opérations
353,Conseiller en génétique
354,Géographe
355,Enseignant en géographie au niveau post-secondaire
356,Technicien en géologie et en pétrole
357,Géoscientifique
358,Vitrier
359,Contrôleur de produits agricoles
360,Attaché temporaire d'enseignement et recherche
361,Concepteur graphiste
362,Ouvrier manuel en meulage/polissage
363,Opérateur de machine à meuler/polir/souffler
364,Coiffeur
365,Ouvrier chargé de l'élimination de matériaux dangereux
366,Ingénieur en santé et sécurité
367,Praticien en diagnostic de santé
368,Professionnel en éducation pour la santé
369,Enseignant spécialisé en santé au niveau post-secondaire
370,Technologue de la santé
371,Praticien de la santé
372,Travailleur social en soins de santé
373,Travailleur de soutien en soins de santé
374,Spécialiste des audioprothèses
375,Opérateur en équipement de traitement thermique
376,Mécanicien/Installateur Hvac
377,Conducteur de poids lourd/semi-remorque
378,Assistant maçon
379,Assistant menuisier
380,Assistant électricien
381,Assistant d'ouvrier chargé de l'extraction
382,Assistant d'ouvrier chargé de la maintenance / réparation
383,Assistant peintre/plâtrier
384,Assistant plombier
385,Assistant d'ouvrier chargé de la production
386,Assistant couvreur
387,Ouvrier chargé des travaux d’entretien sur autoroutes
388,Historien
389,Enseignant en histoire au niveau post-secondaire
390,Conducteur d'appareil de levage et de treuil
391,Réparateur en électroménager
392,Enseignant en économie familiale au niveau post-secondaire
393,Aide à domicile
394,Hôte de restaurant
395,Commis de comptoir à l'hôtel
396,Adjoint aux ressources humaines
397,Directeur des ressources humaines
398,Spécialiste en ressources humaines
399,Hydrologue
400,Technicien industriel
401,Ingénieur industriel
402,Mécanicien des machines industrielles
403,Responsable de la production industrielle
404,Opérateur de chariots de manutention et de tracteurs
405,Psychologue du travail
406,Analyste sécurité
407,Inspecteur/testeur
408,Ouvrier chargé de la maintenance / réparation
409,Coordonnateur d'enseignement
410,Ouvrier dans l'isolation
411,Ouvrier dans l'isolation mécanique
412,Évaluateur d'assurance automobile
413,Commis aux réclamations dans les assurances
414,Agent de vente en assurances
415,Souscripteur d'assurances
416,Architecte d'intérieur
417,Spécialiste en médecine interne
418,Traducteur
419,Intervieweur
420,Concierge
421,Bijoutier
422,Juge
423,Greffier du contentieux judiciaire
424,Enseignant en maternelle et au jardin d'enfants
425,Spécialiste des relations de travail
426,Ouvrier manuel/Manutention de matériel
427,Architecte paysagiste
428,Ouvrier en aménagement paysager et en entretien de terrains
429,Opérateur de machines-outils de tournage
430,Ouvrier en blanchisserie et nettoyage à sec
431,Enseignant en droit au niveau post-secondaire
432,Avocat
433,Préposé à la disposition du métal/plastique
434,Secrétaire juridique
435,Bibliothécaire
436,Bibliothécaire administratif adjoint
437,Enseignant en bibliothéconomie au niveau post-secondaire
438,Technicienne en bibliothéconomie
439,Infirmière pratique/professionnelle autorisée
440,"Technicien en sciences physiques, sociales et de la vie"
441,Maître nageur
442,Conducteur de camionnettes et de services de livraison
443,Opérateur d'engin de chargement minier non enterré
444,Intervieweuse à la pige
445,Responsable des prêts
446,Préposé aux vestiaires
447,Serrurier
448,Ingénieur de locomotive
449,Gestionnaire de l'hébergement
450,Calibreur
451,Opérateur d'équipement forestier
452,Logisticien
453,Doseur machine
454,Machiniste
455,Technologue en imagerie par résonance magnétique
456,Nettoyeur en entretien ménager
457,Commis au courrier
458,Ouvrier chargé de la maintenance / réparation
459,Ouvrier chargé des travaux d’entretien des machines
460,Maquilleuse
461,Analyste de gestion
462,Directeur
463,Manucure/pédicure
464,Installateur de mobile-homes
465,Ingénieur maritime
466,Analyste d'études de marché
467,Responsable du marketing
468,Thérapeute de couple et de famille
469,Masseur
470,Ingénieur des matériaux
471,Scientifique en matériaux
472,Enseignant en mathématiques au niveau post-secondaire
473,Mathématicien
474,"Découpeur de viande, de volaille et de poisson"
475,Réparateur de portes mécaniques
476,Dessinateur mécanique
477,Technicien en mécanique
478,Ingénieur en mécanique
479,Technicien médical
480,Technologue médical
481,Gestionnaire des services médicaux et de santé
482,Technicien en appareils médicaux
483,Assistant médical
484,Préparateur d'équipement médical
485,Réparateur d'équipement médical
486,Technicien des dossiers médicaux
487,Scientifique médical
488,Secrétaire médical
489,Transcriptionniste médicale
490,Planificateur d'événements
491,Travailleur en santé mentale
492,Conseiller en santé mentale
493,Présenteur de marchandises
494,Opérateur de four de raffinage des métaux
495,Lecteur de compteur
496,Microbiologiste
497,Enseignant au collège
498,Opérateur de machine à fraiser et à raboter
499,Mécanicien de chantier
500,Opérateur de machine de coupe de mines
501,Opérateur de navettes minières
502,Ingénieur géologue
503,Opérateur de mélangeurs/mixeurs
504,Mécanicien d'équipement lourd mobile
505,Maquettiste métal/plastique
506,Modéliste sur bois
507,Modèle
508,Mouleur/Façonneur/Moulurier
509,"Opérateur de machine à mouler, à fabriquer des noyaux et à couler"
510,Directeur de funérailles
511,Projectionniste de cinéma
512,Mécanicien de bateaux à moteur
513,Conducteur de bateau à moteur
514,Mécanicien de motos
515,Artiste multimédia
516,Opérateur de machines-outils multiples
517,Technicien de musée
518,Compositeur de musique
519,Réparateur/accordeur d'instruments de musique
520,Directeur en sciences naturelles
521,Administrateur de systèmes
522,Commis aux nouveaux comptes
523,Gardien d'animaux non fermiers
524,Ingénieur nucléaire
525,Technologue en médecine nucléaire
526,Opérateur de réacteur nucléaire
527,Technicien nucléaire
528,Infirmière anesthésiste
529,Infirmière sage-femme
530,Infirmière praticienne
531,Infirmière auxiliaire
532,Enseignant en soins infirmiers au niveau post-secondaire
533,Obstétricien/gynécologue
534,Spécialiste en santé et sécurité au travail
535,Technicien en santé et sécurité au travail
536,Ergothérapeute
537,Aide ergothérapeute
538,Assistant en ergothérapie
539,Commis de bureau
540,Opérateur de machines de bureau
541,Ingénieur en construction
542,Analyste en recherche opérationnelle
543,Technicien de laboratoire ophtalmique
544,Technicien en ophtalmologie médicale
545,Opticien
546,Optométriste
547,Chirurgien buccal
548,Commis aux commandes
549,Orthodontiste
550,Orthésiste/prothésiste
551,Mécanicien de petits moteurs
552,Opérateur de machines d'emballage
553,Emballeur manuel
554,Peintre en bâtiment
555,Peintre d'équipements de transport
556,Ouvrier en peinture/revêtement/décoration
557,Opérateur de machines à papier
558,Poseur de papiers peints
559,Parajuriste
560,Ouvrier préposé au stationnement
561,Préposé au stationnement
562,Vendeur de pièces détachées
563,Maquettiste métal/plastique
564,Modéliste sur bois
565,Opérateur d'équipement de pavage
566,Commis à la paie
567,Pédiatre
568,Aide aux soins des personnes
569,Conseiller financier personnel
570,Ouvrier en lutte antiparasitaire
571,Manipulateur de pesticides
572,Ingénieur pétrolier
573,Opérateur de raffinerie
574,Pharmacien
575,Aide pharmacien
576,Technicien en pharmacie
577,Enseignant en philosophie/religion au niveau post-secondaire
578,Phlébotomiste
579,Photographe
580,Expert en sciences physiques
581,Aide physiothérapeute
582,Assistant physiothérapeute
583,Physiothérapeute
584,Adjoint au médecin
585,Médecin
586,Physicien
587,Enseignant en physique au niveau post-secondaire
588,Opérateur de batteur de pieux
589,Poseur de tuyauterie
590,Opérateur d'installation
591,Plâtrier
592,Opérateur de machine de placage/revêtement
593,Plombier
594,Podiatre
595,Police
596,"Répartiteur des services de police, d'incendie et d'ambulance"
597,Enseignant en sciences politiques au niveau post-secondaire
598,Politologue
599,Commis aux services postaux
600,Transporteur de courrier
601,Trieur de courrier
602,Maître de poste
603,Mouleur de métal
604,Distributeur/répartiteur d'énergie
605,Opérateur de centrale électrique
606,Technicien de prépresse
607,Enseignant au préscolaire
608,Presseur de textiles
609,Préposé à la reliure à l'impression
610,Opérateur de presse à imprimer
611,Enquêteur privé
612,Agent de probation
613,Commis aux achats
614,Producteur/réalisateur
615,Travailleur de production
616,Commis à la production
617,Correcteur d'épreuves
618,Gestionnaire immobilier
619,Travailleur des services de protection
620,Aide psychiatrique
621,Technicien psychiatrique
622,Psychiatre
623,Psychologue
624,Enseignant en psychologie au niveau post-secondaire
625,Annonceur du système d'adresses public
626,Responsable PR et de la collecte de fonds
627,Spécialiste des relations publiques
628,Opérateur de pompe
629,Acheteur
630,Directeur des achats
631,Radiothérapeute
632,Annonceur radio et télévision
633,Opérateur radio
634,Installateur/réparateur radio/cellulaire
635,Technologue en radiologie
636,Réparateur de wagons
637,Ingénieur de triage ferroviaire
638,Opérateur de matériel d'entretien ferroviaire
639,Opérateur de freins/signaux/interrupteurs de chemin de fer
640,Conducteur de chemin de fer
641,Agent immobilier
642,Agent en ventes immobilières
643,Commis à l'information
644,Enseignant en loisirs et en fitness au niveau post-secondaire
645,Travailleur en loisirs
646,Récréothérapeute
647,Technicien d'entretien de véhicules récréatifs
648,Réparateur de matériaux réfractaires
649,Collecteur de déchets et de matières recyclables
650,Infirmier agréé
651,Conseiller en rééducation
652,Charpentier en acier d'armature
653,Reporter
654,Commis aux voyages
655,Conseiller résidentiel
656,Inhalothérapeute
657,Technicien de la thérapie respiratoire
658,Vendeur en commerce de détail
659,Gréeur
660,Fendeur de roche
661,Opérateur de machines à laminer
662,Boulonneur de toit minier
663,Couvreur
664,Opérateur de foreuse rotative
665,Ouvrier de plate-forme pétrolière non qualifié
666,Huileur dans la marine
667,Ingénieur commercial
668,Directeur des ventes
669,Représentant commercial
670,Représentant des ventes manufacturières
671,Représentant des ventes techniques
672,Opérateur de machines à scier
673,Enseignant du secondaire
674,Adjoint administratif
675,Agent de vente de titres
676,Installateur de systèmes de sécurité
677,Agent de sécurité
678,Finisseur sectoriel
679,Enseignant en auto-enrichissement
680,Transformateur en semi-conducteurs
681,Opérateur de machine à séparer/clarifier
682,Technicien chargé de l'entretien des fosses septiques et des égouts
683,Opérateur de l'unité de service Pétrole/Gaz/Mine
684,Concepteur de décor
685,Couturier manuel
686,Opérateur de machine à coudre
687,Shampouineuse
688,Tôlier en tôlerie
689,Ingénieur de navire
690,Commis à l'expédition et à la réception
691,Ouvrier de la chaussure/cuir
692,Opérateur de machine à chaussures
693,Réparateur de signaux et d'aiguillages de voie
694,Spécialiste des soins de la peau
695,Emballeur de viande
696,Superviseur de machine à sous
697,Gestionnaire des services sociaux et communautaires
698,Assistant des services sociaux et des services à la personne
699,Adjointe à la recherche en sciences sociales
700,Spécialiste en sciences sociales
701,Enseignant en travail social au niveau post-secondaire
702,Sociologue
703,Enseignant en sociologie au niveau post-secondaire
704,Développeur de logiciels d'applications
705,Développeur de logiciels de systèmes
706,Scientifique des sols et des plantes
707,Installateur solaire photovoltaïque
708,Technicien en génie du son
709,Enseignant d'éducation spéciale
710,Enseignant de l'éducation spéciale à l'école primaire
711,Enseignant de l'éducation spéciale au collège
712,Enseignant de l'éducation spéciale au collège
713,Orthophoniste
714,Opérateur de chaudière
715,Assistant statistique
716,Statisticien
717,Commis aux stocks
718,Tailleur de pierre
719,Métallurgiste
720,Fabricant de charpentes métalliques
721,Conseiller en toxicomanie et troubles du comportement
722,Opérateur de métro ou de tramway
723,Chirurgien
724,Technologue en chirurgie
725,Chercheur d'études
726,Technicien en cartographie
727,Géomètre
728,Opérateur de standard téléphonique
729,Tailleur
730,Chargeur de wagon-citerne/camions-citernes/navires
731,Tapissier
732,Percepteur des impôts
733,Préparateur d'impôt
734,Chauffeur de taxi
735,Assistant d'enseignement
736,Assembleur en équipe
737,Rédacteur technique
738,Installateur/réparateur d'équipement de télécommunications
739,Installateur/réparateur de lignes de télécommunication
740,Téléprospecteur
741,Téléphoniste
742,Guichetier
743,Finisseur en terrazzo
744,Opérateur de blanchisseuse/teinturière de textiles
745,Opérateur de machine de coupe de textile
746,Opérateur de machine à tricoter et à tisser les textiles
747,Opérateur de bobineuse de textile
748,Poseur de tuiles et de marbres
749,Assembleur de dispositifs de mesure du temps
750,Constructeur de pneus
751,Réparateur/changeur de pneus
752,Examinateur des titres
753,Outilleur
754,Meuleur d'outils
755,Guide touristique
756,Technicien en circulation
757,Gestionnaire de la formation et du développement
758,Spécialiste de la formation et du développement
759,Police du transit et des chemins de fer
760,Préposé au transport
761,Inspecteur des transports
762,Évaluateur de sûreté des transports
763,Responsable logistique
764,Agent de voyage
765,Guide de voyage
766,Tailleur d'arbres
767,Arbitre
768,Tapissier d'ameublement
769,Urbaniste et planificateur régional
770,Huissier
771,Vétérinaire
772,Assistant vétérinaire
773,Technologue vétérinaire
774,Enseignant de l'enseignement post-secondaire professionnel
775,Personnel d'attente
776,Réparateur de montres
777,Opérateur de station de traitement d'eau et d'épuration des eaux usées
778,Développeur de site web
779,Peseur/Mesureur
780,Soudeur/coupeur
781,Opérateur de machine à souder et à braser
782,Pompeur de puits
783,Acheteur au détail
784,Technicien de service de turbine éolienne
785,Conducteur de machines à bois
786,Dactylographe
787,Écrivain
788,Zoologue
789,Technologie médicale d'urgence/technicien (ambulancier paramédical)
790,"Éducation, en général"
791,Droit
792,"Direction et administration de l'éducation, en général"
793,Travail social
794,Programme d'études et enseignement
795,"Enseignement et éducation de l'enfance en difficulté, en général"
796,Enseignement de l'anglais comme seconde langue ou langue étrangère/ESL Language Instructor
797,Bibliothéconomie et sciences de l'information
798,Technologie de l'éducation et de l'enseignement
799,Conducteur de camion et d'autobus/Conducteur et instructeur de véhicules commerciaux
800,Planification et services financiers
801,Aide de Bibliothèque et Archives
802,"Administration et direction d'entreprises, en général"
803,"Biologie/sciences biologiques, en général"
804,"Psychologie, en général"
805,Génie mécanique
806,Comptabilité
807,Communication du discours et rhétorique
808,"Études artistiques, en général"
809,"Sciences politiques et gouvernement, en général"
810,"Informatique et sciences de l'information, en général"
811,"Langue et littérature anglaises, en général"
812,"Économie, en général"
813,Sociologie
814,Gestion du sport et fitness
815,Éducation et pédagogie dans l'enseignement primaire
816,"Mathématiques, en général"
817,"Histoire, en général"
818,Enseignement d'éducation physique et coaching
819,Espagnol et littérature
820,Études bibliques
821,"Sciences animales, en général"
822,"Chimie, en général"
823,"Études du développement humain et de la famille, en général"
824,Sciences de l'environnement
825,Études juives/judaïques
826,Développement de l'enfant
827,Design d'intérieur
828,Biochimie
829,Anthropologie
830,"Géologie/Sciences de la Terre, en général"
831,"Physique, en général"
832,"Ressources naturelles/Conservation, en général"
833,Géographie
834,"Microbiologie, en général"
835,Formation des enseignants agricoles
836,"Sciences de l'atmosphère et météorologie, en général"
837,Astronomie
838,Infirmier agréé/autorisé
839,Justice pénale/études sur la sécurité
840,"Sciences sociales, en général"
841,Éducation et pédagogie de la petite enfance
842,"Adjoint administrative et science du secrétariat, en général"
843,Sciences naturelles
844,Technicien en biologie/technicien de laboratoire en biotechnologie
845,Administration publique
846,"Ingénierie, en général"
847,Science de la gestion
848,"Planification urbaine, municipale et régionale"
849,Santé de l’environnement
850,Technologie des machines-outils/Machiniste
851,Employés de bureau généraux et services de bureau
852,Sciences de l'information géographique et cartographie
853,Informatique et technologie de l'information/Technicien en informatique
854,Construction/Équipement lourd/Fonctionnement de l'équipement de terrassement
855,Chemin de fer et transport ferroviaire
856,Inspection des bâtiments/maisons/travaux de construction
857,Assistant administratif juridique/Secrétaire
858,"Finances, en général"
859,"Science et gestion de la faune, des poissons et des terres sauvages"
860,Sciences et technologie judiciaires
861,Génie de l'environnement et de la santé environnementale
862,"Opérations de vente, de distribution et de marketing, en général"
863,Assurances
864,Architecture navale et génie maritime
865,Transformation des produits agricoles et alimentaires
866,Justice pénale/Sciences policières
867,Assistante juridique/parajuridique
868,"Technologie/Technicien en génie électrique, électronique et des communications"
869,Science du feu et lutte contre l'incendie
870,Technologie/Technicien de la santé et de la sécurité au travail
871,"Services correctionnels et justice pénale, autres"
872,"Technique/Technicien du chauffage, de la ventilation, de la climatisation et de la réfrigération"
873,Technologie/Technicien du génie de la construction
874,Organisation communautaire et défense des droits
875,"Technologie/Technicien des sciences, autres"
876,Administration des services d'incendie
877,Technologie d'arpentage/sondage
878,Technologie forestière/technicien forestier
879,Administration/gestion de la santé et des soins de santé
880,Médecine
881,Infirmière de famille
882,Services de formation des conseillers et conseillères scolaires et services de conseil et d'orientation scolaires
883,Physiothérapie/Thérapeute
884,Ergothérapeute/Thérapeute
885,Conseil/conseiller en santé mentale
886,Dentisterie
887,Épidémiologie
888,Chiropratique
889,Acupuncture et médecine orientale
890,Sécurité intérieure
891,Médecine podiatrique/podiatrie
892,Infirmière sage-femme
893,Médecine traditionnelle chinoise et herboristerie chinoise
894,Conseil/conseiller en génétique
895,Aide-soignant
896,Technologie comptable/Technicien et tenue de livres
897,Assistant/spécialiste de bureau médical
898,Technicien en phlébotomie/Phlébotomiste
899,Aide à la médication
900,Aide-soignant à domicile
901,Technologie/Technicien de traitement stérile
902,Technologue/Technicien en dialyse rénale
903,Aide à la rééducation
904,Orthodontie
905,Technologie/Technicien en imagerie par résonance magnétique (IRM)
906,Chirurgie buccale/axillo-faciale
907,Assistant médical/clinique
908,Formation d'infirmière pratique/professionnelle autorisé
909,Assistant dentaire
910,Technicien/technologue en ophtalmologie
911,Kinésiologie et science de l'exercice
912,Audiologiste et orthophoniste
913,Diététique/diététicien
914,"Gestion des ressources humaines/Administration du personnel, en général"
915,Génie biomédical
916,Science de laboratoire clinique/Technologie médicale/Technicien
917,Conseiller en réadaptation professionnelle
918,Thérapie récréative/par le loisir
919,Technologie/technologue en médecine nucléaire
920,Technologie/science de la radiologie - Radiologue
921,Thérapie/thérapeute en soins respiratoires
922,Hygiène dentaire/hygiéniste dentaire
923,Technologie /technicien en information sur la santé/dossiers médicaux
