O*NET-SOC Code,O*NET-SOC Title,Job Zone,First Work Value,Second Work Value,Third Work Value
33-2022.00,Forest Fire Inspectors and Prevention Specialists,3,Achievement,Independence,Relationships
11-3051.06,Hydroelectric Production Managers,3,Achievement,Working Conditions,Recognition
29-2035.00,Magnetic Resonance Imaging Technologists,3,Achievement,Working Conditions,Support
17-3029.07,Mechanical Engineering Technologists,3,Achievement,Independence,Recognition
27-2041.04,Music Composers and Arrangers,3,Achievement,Independence,Recognition
17-3029.12,Nanotechnology Engineering Technicians,3,Achievement,Support,Working Conditions
29-2099.05,Ophthalmic Medical Technologists,3,Achievement,Relationships,Working Conditions
17-3029.08,Photonics Technicians,3,Achievement,Support,Relationships
33-3051.01,Police Patrol Officers,3,Achievement,Relationships,Support
51-9195.05,"Potters, Manufacturing",3,Achievement,Relationships,Working Conditions
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",3,Achievement,Support,Working Conditions
33-3051.03,Sheriffs and Deputy Sheriffs,3,Achievement,Relationships,Support
27-2042.01,Singers,3,Relationships,Achievement,Recognition
47-1011.03,Solar Energy Installation Managers,3,Achievement,Independence,Recognition
41-4011.07,Solar Sales Representatives and Assessors,3,Achievement,Independence,Working Conditions
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",3,Achievement,Independence,Relationships
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",3,Achievement,Support,Relationships
15-1143.01,Telecommunications Engineering Specialists,3,Achievement,Support,Working Conditions
27-2023.00,"Umpires, Referees, and Other Sports Officials",3,Achievement,Independence,Recognition
25-1194.00,"Vocational Education Teachers, Postsecondary",3,Achievement,Independence,Relationships
13-2011.01,Accountants,4,Achievement,Independence,Support
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",4,Achievement,Independence,Recognition
19-2021.00,Atmospheric and Space Scientists,4,Achievement,Independence,Relationships
17-2141.02,Automotive Engineers,4,Achievement,Working Conditions,Recognition
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,4,Achievement,Working Conditions,Independence
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,4,Achievement,Relationships,Working Conditions
13-1199.04,Business Continuity Planners,4,Achievement,Independence,Working Conditions
15-1199.08,Business Intelligence Analysts,4,Achievement,Working Conditions,Recognition
17-1021.00,Cartographers and Photogrammetrists,4,Achievement,Independence,Working Conditions
19-2031.00,Chemists,4,Achievement,Independence,Working Conditions
27-2032.00,Choreographers,4,Achievement,Independence,Relationships
15-2041.02,Clinical Data Managers,4,Achievement,Support,Independence
27-2022.00,Coaches and Scouts,4,Achievement,Relationships,Independence
27-1021.00,Commercial and Industrial Designers,4,Achievement,Relationships,Independence
11-9199.02,Compliance Managers,4,Achievement,Support,Independence
15-1143.00,Computer Network Architects,4,Achievement,Working Conditions,Independence
15-1152.00,Computer Network Support Specialists,4,Achievement,Support,Working Conditions
15-1131.00,Computer Programmers,4,Achievement,Working Conditions,Independence
15-1199.02,Computer Systems Engineers/Architects,4,Achievement,Independence,Recognition
27-3043.04,Copy Writers,4,Achievement,Support,Working Conditions
29-2011.01,Cytogenetic Technologists,4,Achievement,Independence,Recognition
15-1199.07,Data Warehousing Specialists,4,Achievement,Working Conditions,Independence
15-1199.06,Database Architects,4,Achievement,Working Conditions,Independence
15-1199.12,Document Management Specialists,4,Achievement,Support,Working Conditions
17-2071.00,Electrical Engineers,4,Achievement,Working Conditions,Independence
13-1041.01,Environmental Compliance Inspectors,4,Achievement,Working Conditions,Support
19-4091.00,"Environmental Science and Protection Technicians, Including Health",4,Achievement,Support,Relationships
19-2041.00,"Environmental Scientists and Specialists, Including Health",4,Achievement,Independence,Recognition
11-9013.02,Farm and Ranch Managers,4,Achievement,Independence,Recognition
13-2051.00,Financial Analysts,4,Achievement,Recognition,Independence
17-2111.02,Fire-Prevention and Protection Engineers,4,Achievement,Independence,Working Conditions
19-1012.00,Food Scientists and Technologists,4,Achievement,Support,Recognition
13-1131.00,Fundraisers,4,Achievement,Relationships,Independence
17-1022.01,Geodetic Surveyors,4,Achievement,Independence,Working Conditions
15-1199.05,Geographic Information Systems Technicians,4,Achievement,Independence,Working Conditions
15-1199.04,Geospatial Information Scientists and Technologists,4,Achievement,Independence,Working Conditions
27-1024.00,Graphic Designers,4,Achievement,Independence,Recognition
17-3029.05,Industrial Engineering Technologists,4,Achievement,Independence,Support
15-1121.01,Informatics Nurse Specialists,4,Achievement,Independence,Support
15-1199.09,Information Technology Project Managers,4,Achievement,Independence,Working Conditions
33-3021.06,Intelligence Analysts,4,Achievement,Working Conditions,Recognition
27-1025.00,Interior Designers,4,Achievement,Independence,Relationships
13-1075.00,Labor Relations Specialists,4,Achievement,Relationships,Support
13-1081.02,Logistics Analysts,4,Achievement,Independence,Recognition
13-1081.01,Logistics Engineers,4,Achievement,Independence,Recognition
11-9199.08,Loss Prevention Managers,4,Achievement,Relationships,Independence
17-3029.06,Manufacturing Engineering Technologists,4,Achievement,Independence,Working Conditions
13-1161.00,Market Research Analysts and Marketing Specialists,4,Achievement,Working Conditions,Support
17-2199.05,Mechatronics Engineers,4,Achievement,Recognition,Independence
25-4013.00,Museum Technicians and Conservators,4,Achievement,Relationships,Independence
27-2042.02,"Musicians, Instrumental",4,Achievement,Relationships,Recognition
17-3029.11,Nanotechnology Engineering Technologists,4,Achievement,Recognition,Working Conditions
17-2199.07,Photonics Engineers,4,Achievement,Independence,Working Conditions
27-3043.05,"Poets, Lyricists and Creative Writers",4,Achievement,Independence,Recognition
27-3011.00,Radio and Television Announcers,4,Achievement,Recognition,Independence
11-9199.01,Regulatory Affairs Managers,4,Achievement,Independence,Support
27-3022.00,Reporters and Correspondents,4,Achievement,Recognition,Independence
13-2099.02,Risk Management Specialists,4,Achievement,Independence,Recognition
41-3031.01,"Sales Agents, Securities and Commodities",4,Achievement,Working Conditions,Independence
41-9031.00,Sales Engineers,4,Achievement,Working Conditions,Relationships
15-1199.10,Search Marketing Strategists,4,Achievement,Working Conditions,Independence
41-3031.03,Securities and Commodities Traders,4,Achievement,Independence,Working Conditions
11-9199.07,Security Managers,4,Achievement,Working Conditions,Relationships
15-1133.00,"Software Developers, Systems Software",4,Achievement,Working Conditions,Recognition
15-1199.01,Software Quality Assurance Engineers and Testers,4,Achievement,Working Conditions,Independence
17-2199.11,Solar Energy Systems Engineers,4,Achievement,Working Conditions,Independence
13-1199.05,Sustainability Specialists,4,Achievement,Independence,Working Conditions
27-2012.04,Talent Directors,4,Achievement,Relationships,Recognition
17-2051.01,Transportation Engineers,4,Achievement,Recognition,Support
19-3099.01,Transportation Planners,4,Achievement,Independence,Working Conditions
11-9121.02,Water Resource Specialists,4,Achievement,Working Conditions,Independence
17-2081.01,Water/Wastewater Engineers,4,Achievement,Working Conditions,Independence
15-1199.03,Web Administrators,4,Achievement,Working Conditions,Independence
17-2199.10,Wind Energy Engineers,4,Achievement,Working Conditions,Independence
11-9199.09,Wind Energy Operations Managers,4,Achievement,Working Conditions,Recognition
11-9199.10,Wind Energy Project Managers,4,Achievement,Independence,Recognition
29-1199.01,Acupuncturists,5,Achievement,Independence,Relationships
29-1061.00,Anesthesiologists,5,Achievement,Relationships,Independence
19-1011.00,Animal Scientists,5,Achievement,Independence,Recognition
19-3091.02,Archeologists,5,Achievement,Recognition,Working Conditions
11-9041.00,Architectural and Engineering Managers,5,Achievement,Independence,Working Conditions
25-1031.00,"Architecture Teachers, Postsecondary",5,Achievement,Independence,Relationships
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",5,Achievement,Relationships,Independence
19-2011.00,Astronomers,5,Achievement,Independence,Recognition
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5,Achievement,Independence,Recognition
19-1020.01,Biologists,5,Achievement,Recognition,Independence
15-2041.01,Biostatisticians,5,Achievement,Independence,Recognition
25-1011.00,"Business Teachers, Postsecondary",5,Achievement,Independence,Recognition
25-1052.00,"Chemistry Teachers, Postsecondary",5,Achievement,Working Conditions,Independence
11-1011.03,Chief Sustainability Officers,5,Achievement,Independence,Working Conditions
21-2011.00,Clergy,5,Achievement,Relationships,Independence
19-2041.01,Climate Change Analysts,5,Achievement,Independence,Recognition
15-1111.00,Computer and Information Research Scientists,5,Achievement,Working Conditions,Independence
25-1021.00,"Computer Science Teachers, Postsecondary",5,Achievement,Independence,Working Conditions
29-2011.02,Cytotechnologists,5,Achievement,Independence,Recognition
29-1069.02,Dermatologists,5,Achievement,Independence,Recognition
25-1063.00,"Economics Teachers, Postsecondary",5,Achievement,Independence,Recognition
25-1032.00,"Engineering Teachers, Postsecondary",5,Achievement,Independence,Recognition
19-3011.01,Environmental Economists,5,Achievement,Independence,Working Conditions
17-2081.00,Environmental Engineers,5,Achievement,Working Conditions,Recognition
19-2041.02,Environmental Restoration Planners,5,Achievement,Independence,Recognition
25-1053.00,"Environmental Science Teachers, Postsecondary",5,Achievement,Independence,Recognition
19-1041.00,Epidemiologists,5,Achievement,Recognition,Independence
17-2141.01,Fuel Cell Engineers,5,Achievement,Independence,Working Conditions
25-1191.00,Graduate Teaching Assistants,5,Achievement,Independence,Support
19-3093.00,Historians,5,Achievement,Independence,Recognition
25-1125.00,"History Teachers, Postsecondary",5,Achievement,Independence,Working Conditions
25-1192.00,"Home Economics Teachers, Postsecondary",5,Achievement,Relationships,Independence
29-1069.03,Hospitalists,5,Achievement,Recognition,Independence
17-2112.01,Human Factors Engineers and Ergonomists,5,Achievement,Working Conditions,Independence
19-2043.00,Hydrologists,5,Achievement,Working Conditions,Independence
19-2041.03,Industrial Ecologists,5,Achievement,Independence,Working Conditions
25-9031.01,Instructional Designers and Technologists,5,Achievement,Independence,Working Conditions
29-1063.00,"Internists, General",5,Achievement,Recognition,Independence
11-9199.03,Investment Fund Managers,5,Achievement,Recognition,Working Conditions
23-1012.00,Judicial Law Clerks,5,Achievement,Working Conditions,Support
25-1112.00,"Law Teachers, Postsecondary",5,Achievement,Independence,Working Conditions
25-1082.00,"Library Science Teachers, Postsecondary",5,Achievement,Independence,Working Conditions
19-2032.00,Materials Scientists,5,Achievement,Independence,Recognition
25-1022.00,"Mathematical Science Teachers, Postsecondary",5,Achievement,Independence,Recognition
15-2021.00,Mathematicians,5,Achievement,Recognition,Independence
19-1042.00,"Medical Scientists, Except Epidemiologists",5,Achievement,Recognition,Independence
17-2199.06,Microsystems Engineers,5,Achievement,Independence,Working Conditions
17-2199.09,Nanosystems Engineers,5,Achievement,Working Conditions,Independence
29-1069.04,Neurologists,5,Achievement,Recognition,Working Conditions
29-1064.00,Obstetricians and Gynecologists,5,Achievement,Recognition,Independence
15-2031.00,Operations Research Analysts,5,Achievement,Independence,Working Conditions
29-1069.06,Ophthalmologists,5,Achievement,Independence,Recognition
29-1069.07,Pathologists,5,Achievement,Independence,Recognition
29-1065.00,"Pediatricians, General",5,Achievement,Recognition,Relationships
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",5,Achievement,Independence,Recognition
29-1069.08,Physical Medicine and Rehabilitation Physicians,5,Achievement,Recognition,Independence
25-1054.00,"Physics Teachers, Postsecondary",5,Achievement,Recognition,Working Conditions
29-1081.00,Podiatrists,5,Achievement,Independence,Relationships
19-3094.00,Political Scientists,5,Achievement,Working Conditions,Recognition
29-1066.00,Psychiatrists,5,Achievement,Independence,Recognition
25-1066.00,"Psychology Teachers, Postsecondary",5,Achievement,Independence,Recognition
29-1069.10,Radiologists,5,Achievement,Recognition,Independence
19-2099.01,Remote Sensing Scientists and Technologists,5,Achievement,Independence,Recognition
27-1027.00,Set and Exhibit Designers,5,Achievement,Independence,Working Conditions
19-3041.00,Sociologists,5,Achievement,Independence,Recognition
25-1067.00,"Sociology Teachers, Postsecondary",5,Achievement,Independence,Relationships
19-1013.00,Soil and Plant Scientists,5,Achievement,Independence,Recognition
29-1069.11,Sports Medicine Physicians,5,Achievement,Recognition,Working Conditions
29-1067.00,Surgeons,5,Achievement,Recognition,Independence
29-1069.12,Urologists,5,Achievement,Recognition,Working Conditions
29-1131.00,Veterinarians,5,Achievement,Independence,Recognition
19-1023.00,Zoologists and Wildlife Biologists,5,Achievement,Recognition,Working Conditions
