O*NET-SOC Code,O*NET-SOC Title,Job Zone,First Work Value,Second Work Value,Third Work Value
51-7011.00,Cabinetmakers and Bench Carpenters,2,Relationships,Support,Achievement
43-5011.00,Cargo and Freight Agents,2,Relationships,Support,Independence
47-2041.00,Carpet Installers,2,Relationships,Support,Independence
41-2011.00,Cashiers,2,Relationships,Support,Achievement
39-9011.00,Childcare Workers,2,Relationships,Support,Independence
53-7061.00,Cleaners of Vehicles and Equipment,2,Relationships,Support,Independence
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2,Relationships,Support,Independence
35-2012.00,"Cooks, Institution and Cafeteria",2,Relationships,Support,Independence
43-4021.00,Correspondence Clerks,2,Relationships,Support,Independence
39-3092.00,Costume Attendants,2,Relationships,Support,Working Conditions
41-2021.00,Counter and Rental Clerks,2,Relationships,Support,Independence
43-5021.00,Couriers and Messengers,2,Relationships,Support,Independence
43-4031.01,Court Clerks,2,Relationships,Support,Achievement
33-9091.00,Crossing Guards,2,Relationships,Support,Independence
43-4051.00,Customer Service Representatives,2,Relationships,Support,Independence
41-9011.00,Demonstrators and Product Promoters,2,Relationships,Independence,Recognition
29-2051.00,Dietetic Technicians,2,Relationships,Support,Independence
13-1074.00,Farm Labor Contractors,2,Relationships,Independence,Recognition
47-4031.00,Fence Erectors,2,Relationships,Support,Working Conditions
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2,Relationships,Support,Independence
39-4021.00,Funeral Attendants,2,Relationships,Support,Independence
39-3012.00,Gaming and Sports Book Writers and Runners,2,Relationships,Support,Independence
43-3041.00,Gaming Cage Workers,2,Relationships,Support,Independence
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",2,Relationships,Support,Independence
47-3012.00,Helpers--Carpenters,2,Relationships,Support,Independence
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",2,Relationships,Support,Independence
47-3016.00,Helpers--Roofers,2,Relationships,Support,Working Conditions
31-1011.00,Home Health Aides,2,Relationships,Support,Independence
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2,Relationships,Support,Achievement
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2,Relationships,Support,Independence
43-4111.00,"Interviewers, Except Eligibility and Loan",2,Relationships,Support,Independence
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2,Relationships,Support,Working Conditions
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",2,Relationships,Support,Working Conditions
43-4121.00,"Library Assistants, Clerical",2,Relationships,Support,Achievement
43-4031.03,License Clerks,2,Relationships,Support,Independence
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2,Relationships,Support,Achievement
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",2,Relationships,Support,Independence
53-7063.00,Machine Feeders and Offbearers,2,Relationships,Support,Independence
37-2012.00,Maids and Housekeeping Cleaners,2,Relationships,Support,Independence
39-5092.00,Manicurists and Pedicurists,2,Relationships,Support,Independence
43-5081.02,Marking Clerks,2,Relationships,Support,Independence
39-9011.01,Nannies,2,Relationships,Independence,Achievement
39-2021.00,Nonfarm Animal Caretakers,2,Relationships,Support,Independence
31-1014.00,Nursing Assistants,2,Relationships,Support,Working Conditions
43-9061.00,"Office Clerks, General",2,Relationships,Support,Independence
43-5081.04,"Order Fillers, Wholesale and Retail Sales",2,Relationships,Support,Working Conditions
53-7064.00,"Packers and Packagers, Hand",2,Relationships,Support,Independence
53-6021.00,Parking Lot Attendants,2,Relationships,Independence,Support
41-2022.00,Parts Salespersons,2,Relationships,Independence,Support
43-3051.00,Payroll and Timekeeping Clerks,2,Relationships,Support,Achievement
39-9021.00,Personal Care Aides,2,Relationships,Support,Achievement
31-9095.00,Pharmacy Aides,2,Relationships,Support,Independence
31-2022.00,Physical Therapist Aides,2,Relationships,Support,Achievement
43-5031.00,"Police, Fire, and Ambulance Dispatchers",2,Relationships,Support,Achievement
31-1013.00,Psychiatric Aides,2,Relationships,Support,Independence
27-3012.00,Public Address System and Other Announcers,2,Relationships,Independence,Achievement
43-4171.00,Receptionists and Information Clerks,2,Relationships,Support,Achievement
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,2,Relationships,Independence,Support
41-2031.00,Retail Salespersons,2,Relationships,Support,Achievement
49-9096.00,Riggers,2,Relationships,Support,Working Conditions
39-5093.00,Shampooers,2,Relationships,Support,Working Conditions
43-5071.00,"Shipping, Receiving, and Traffic Clerks",2,Relationships,Support,Independence
51-6042.00,Shoe Machine Operators and Tenders,2,Relationships,Support,Achievement
39-1012.00,Slot Supervisors,2,Relationships,Support,Independence
43-5081.01,"Stock Clerks, Sales Floor",2,Relationships,Support,Independence
43-2011.00,"Switchboard Operators, Including Answering Service",2,Relationships,Support,Independence
47-2082.00,Tapers,2,Relationships,Support,Working Conditions
41-9041.00,Telemarketers,2,Relationships,Support,Achievement
43-2021.00,Telephone Operators,2,Relationships,Support,Independence
43-3071.00,Tellers,2,Relationships,Support,Independence
53-6061.00,"Transportation Attendants, Except Flight Attendants",2,Relationships,Support,Achievement
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",2,Relationships,Support,Independence
35-3031.00,Waiters and Waitresses,2,Relationships,Support,Achievement
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2,Relationships,Support,Independence
43-9022.00,Word Processors and Typists,2,Relationships,Support,Independence
29-1141.01,Acute Care Nurses,3,Relationships,Support,Achievement
11-3011.00,Administrative Services Managers,3,Relationships,Independence,Recognition
19-4011.01,Agricultural Technicians,3,Relationships,Support,Working Conditions
39-5011.00,Barbers,3,Relationships,Achievement,Working Conditions
43-4011.00,Brokerage Clerks,3,Relationships,Support,Independence
29-2031.00,Cardiovascular Technologists and Technicians,3,Relationships,Support,Independence
15-1151.00,Computer User Support Specialists,3,Relationships,Working Conditions,Achievement
39-6012.00,Concierges,3,Relationships,Independence,Support
23-2091.00,Court Reporters,3,Relationships,Support,Achievement
29-1141.03,Critical Care Nurses,3,Relationships,Support,Achievement
31-9091.00,Dental Assistants,3,Relationships,Support,Working Conditions
29-2021.00,Dental Hygienists,3,Relationships,Support,Independence
29-2032.00,Diagnostic Medical Sonographers,3,Relationships,Support,Achievement
17-3024.00,Electro-Mechanical Technicians,3,Relationships,Support,Working Conditions
43-4061.00,"Eligibility Interviewers, Government Programs",3,Relationships,Support,Independence
29-2041.00,Emergency Medical Technicians and Paramedics,3,Relationships,Support,Achievement
43-6011.00,Executive Secretaries and Executive Administrative Assistants,3,Relationships,Support,Working Conditions
39-1021.00,First-Line Supervisors of Personal Service Workers,3,Relationships,Independence,Support
39-9031.00,Fitness Trainers and Aerobics Instructors,3,Relationships,Achievement,Independence
53-2031.00,Flight Attendants,3,Relationships,Support,Working Conditions
11-9061.00,Funeral Service Managers,3,Relationships,Achievement,Independence
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",3,Relationships,Independence,Achievement
29-2092.00,Hearing Aid Specialists,3,Relationships,Working Conditions,Achievement
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",3,Relationships,Support,Working Conditions
43-9041.01,Insurance Claims Clerks,3,Relationships,Support,Working Conditions
43-6012.00,Legal Secretaries,3,Relationships,Support,Working Conditions
25-4031.00,Library Technicians,3,Relationships,Support,Working Conditions
29-2061.00,Licensed Practical and Licensed Vocational Nurses,3,Relationships,Support,Achievement
13-1041.02,Licensing Examiners and Inspectors,3,Relationships,Independence,Support
43-4131.00,Loan Interviewers and Clerks,3,Relationships,Support,Working Conditions
13-2072.00,Loan Officers,3,Relationships,Independence,Support
39-5091.00,"Makeup Artists, Theatrical and Performance",3,Relationships,Working Conditions,Achievement
31-9011.00,Massage Therapists,3,Relationships,Independence,Achievement
51-9082.00,Medical Appliance Technicians,3,Relationships,Support,Working Conditions
31-9092.00,Medical Assistants,3,Relationships,Support,Achievement
29-2071.00,Medical Records and Health Information Technicians,3,Relationships,Support,Independence
43-6013.00,Medical Secretaries,3,Relationships,Support,Working Conditions
27-1026.00,Merchandise Displayers and Window Trimmers,3,Relationships,Independence,Achievement
39-4031.00,"Morticians, Undertakers, and Funeral Directors",3,Relationships,Independence,Achievement
43-4031.02,Municipal Clerks,3,Relationships,Independence,Working Conditions
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,3,Relationships,Independence,Recognition
29-2033.00,Nuclear Medicine Technologists,3,Relationships,Support,Working Conditions
29-9012.00,Occupational Health and Safety Technicians,3,Relationships,Support,Achievement
31-2012.00,Occupational Therapy Aides,3,Relationships,Support,Achievement
31-2011.00,Occupational Therapy Assistants,3,Relationships,Achievement,Working Conditions
29-2057.00,Ophthalmic Medical Technicians,3,Relationships,Support,Achievement
23-2011.00,Paralegals and Legal Assistants,3,Relationships,Support,Working Conditions
29-2052.00,Pharmacy Technicians,3,Relationships,Support,Achievement
31-2021.00,Physical Therapist Assistants,3,Relationships,Support,Working Conditions
25-2011.00,"Preschool Teachers, Except Special Education",3,Relationships,Achievement,Independence
43-3061.00,Procurement Clerks,3,Relationships,Independence,Support
29-2053.00,Psychiatric Technicians,3,Relationships,Support,Independence
29-1124.00,Radiation Therapists,3,Relationships,Support,Achievement
29-2099.06,Radiologic Technicians,3,Relationships,Support,Achievement
29-2034.00,Radiologic Technologists,3,Relationships,Support,Working Conditions
29-1141.00,Registered Nurses,3,Relationships,Support,Achievement
39-9041.00,Residential Advisors,3,Relationships,Independence,Support
29-1126.00,Respiratory Therapists,3,Relationships,Support,Recognition
29-2054.00,Respiratory Therapy Technicians,3,Relationships,Support,Achievement
25-3021.00,Self-Enrichment Education Teachers,3,Relationships,Independence,Achievement
27-2042.01,Singers,3,Relationships,Achievement,Recognition
39-5094.00,Skincare Specialists,3,Relationships,Independence,Achievement
31-9099.01,Speech-Language Pathology Assistants,3,Relationships,Support,Achievement
29-2099.07,Surgical Assistants,3,Relationships,Achievement,Support
13-2082.00,Tax Preparers,3,Relationships,Independence,Support
25-9041.00,Teacher Assistants,3,Relationships,Support,Achievement
39-7011.00,Tour Guides and Escorts,3,Relationships,Support,Independence
33-3052.00,Transit and Railroad Police,3,Relationships,Support,Independence
41-3041.00,Travel Agents,3,Relationships,Achievement,Independence
39-7012.00,Travel Guides,3,Relationships,Independence,Achievement
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,3,Relationships,Support,Working Conditions
29-2056.00,Veterinary Technologists and Technicians,3,Relationships,Support,Working Conditions
25-2059.01,Adapted Physical Education Specialists,4,Relationships,Achievement,Independence
25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors,4,Relationships,Independence,Achievement
41-3011.00,Advertising Sales Agents,4,Relationships,Independence,Working Conditions
25-9011.00,Audio-Visual and Multimedia Collections Specialists,4,Relationships,Independence,Working Conditions
27-3021.00,Broadcast News Analysts,4,Relationships,Recognition,Achievement
25-2023.00,"Career/Technical Education Teachers, Middle School",4,Relationships,Achievement,Independence
25-2032.00,"Career/Technical Education Teachers, Secondary School",4,Relationships,Achievement,Independence
21-1021.00,"Child, Family, and School Social Workers",4,Relationships,Achievement,Independence
19-4061.01,City and Regional Planning Aides,4,Relationships,Support,Working Conditions
21-1094.00,Community Health Workers,4,Relationships,Achievement,Independence
11-3111.00,Compensation and Benefits Managers,4,Relationships,Support,Independence
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",4,Relationships,Support,Achievement
13-2041.00,Credit Analysts,4,Relationships,Support,Independence
13-2071.00,Credit Counselors,4,Relationships,Achievement,Independence
21-2021.00,"Directors, Religious Activities and Education",4,Relationships,Achievement,Independence
11-9031.00,"Education Administrators, Preschool and Childcare Center/Program",4,Relationships,Achievement,Independence
25-2021.00,"Elementary School Teachers, Except Special Education",4,Relationships,Achievement,Independence
13-1041.03,Equal Opportunity Representatives and Officers,4,Relationships,Achievement,Working Conditions
11-9039.02,Fitness and Wellness Coordinators,4,Relationships,Independence,Achievement
11-1021.00,General and Operations Managers,4,Relationships,Independence,Working Conditions
21-1091.00,Health Educators,4,Relationships,Independence,Achievement
11-3121.00,Human Resources Managers,4,Relationships,Recognition,Working Conditions
13-1071.00,Human Resources Specialists,4,Relationships,Support,Achievement
17-2111.01,Industrial Safety and Health Engineers,4,Relationships,Working Conditions,Achievement
27-3091.00,Interpreters and Translators,4,Relationships,Working Conditions,Recognition
25-2012.00,"Kindergarten Teachers, Except Special Education",4,Relationships,Achievement,Independence
11-1031.00,Legislators,4,Relationships,Achievement,Recognition
13-2071.01,Loan Counselors,4,Relationships,Achievement,Independence
11-9081.00,Lodging Managers,4,Relationships,Independence,Achievement
13-1121.00,"Meeting, Convention, and Event Planners",4,Relationships,Independence,Achievement
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",4,Relationships,Independence,Achievement
29-9099.01,Midwives,4,Relationships,Achievement,Independence
27-2041.01,Music Directors,4,Relationships,Achievement,Independence
29-1125.02,Music Therapists,4,Relationships,Achievement,Independence
19-1031.03,Park Naturalists,4,Relationships,Working Conditions,Achievement
43-4051.03,Patient Representatives,4,Relationships,Support,Achievement
43-9081.00,Proofreaders and Copy Markers,4,Relationships,Achievement,Support
39-9032.00,Recreation Workers,4,Relationships,Independence,Support
29-1125.00,Recreational Therapists,4,Relationships,Achievement,Independence
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4,Relationships,Achievement,Independence
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",4,Relationships,Achievement,Working Conditions
11-9151.00,Social and Community Service Managers,4,Relationships,Independence,Working Conditions
21-1093.00,Social and Human Service Assistants,4,Relationships,Support,Independence
19-1031.01,Soil and Water Conservationists,4,Relationships,Independence,Achievement
25-2052.00,"Special Education Teachers, Kindergarten and Elementary School",4,Relationships,Achievement,Independence
25-2053.00,"Special Education Teachers, Middle School",4,Relationships,Working Conditions,Achievement
25-2054.00,"Special Education Teachers, Secondary School",4,Relationships,Achievement,Independence
17-1022.00,Surveyors,4,Relationships,Independence,Working Conditions
11-3131.00,Training and Development Managers,4,Relationships,Working Conditions,Achievement
13-1151.00,Training and Development Specialists,4,Relationships,Achievement,Independence
11-3071.01,Transportation Managers,4,Relationships,Working Conditions,Independence
25-3099.02,Tutors,4,Relationships,Independence,Achievement
29-1141.02,Advanced Practice Psychiatric Nurses,5,Relationships,Working Conditions,Support
23-1022.00,"Arbitrators, Mediators, and Conciliators",5,Relationships,Achievement,Independence
29-1125.01,Art Therapists,5,Relationships,Achievement,Independence
29-9091.00,Athletic Trainers,5,Relationships,Achievement,Independence
29-1181.00,Audiologists,5,Relationships,Achievement,Working Conditions
29-1011.00,Chiropractors,5,Relationships,Independence,Achievement
19-3031.02,Clinical Psychologists,5,Relationships,Independence,Achievement
25-1122.00,"Communications Teachers, Postsecondary",5,Relationships,Independence,Achievement
19-3031.03,Counseling Psychologists,5,Relationships,Achievement,Independence
29-1031.00,Dietitians and Nutritionists,5,Relationships,Independence,Achievement
11-9039.01,Distance Learning Coordinators,5,Relationships,Achievement,Working Conditions
11-9032.00,"Education Administrators, Elementary and Secondary School",5,Relationships,Independence,Working Conditions
25-1081.00,"Education Teachers, Postsecondary",5,Relationships,Independence,Achievement
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5,Relationships,Achievement,Working Conditions
25-1123.00,"English Language and Literature Teachers, Postsecondary",5,Relationships,Achievement,Working Conditions
29-1128.00,Exercise Physiologists,5,Relationships,Achievement,Independence
29-1062.00,Family and General Practitioners,5,Relationships,Achievement,Recognition
25-9021.00,Farm and Home Management Advisors,5,Relationships,Independence,Achievement
29-9092.00,Genetic Counselors,5,Relationships,Achievement,Recognition
21-1022.00,Healthcare Social Workers,5,Relationships,Achievement,Independence
25-9031.00,Instructional Coordinators,5,Relationships,Independence,Achievement
25-4021.00,Librarians,5,Relationships,Working Conditions,Independence
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",5,Relationships,Independence,Achievement
13-1111.00,Management Analysts,5,Relationships,Achievement,Independence
21-1013.00,Marriage and Family Therapists,5,Relationships,Independence,Achievement
21-1023.00,Mental Health and Substance Abuse Social Workers,5,Relationships,Achievement,Independence
21-1014.00,Mental Health Counselors,5,Relationships,Achievement,Independence
29-1199.04,Naturopathic Physicians,5,Relationships,Achievement,Independence
29-1161.00,Nurse Midwives,5,Relationships,Achievement,Independence
29-1171.00,Nurse Practitioners,5,Relationships,Achievement,Independence
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",5,Relationships,Working Conditions,Independence
29-1122.00,Occupational Therapists,5,Relationships,Achievement,Working Conditions
29-1123.00,Physical Therapists,5,Relationships,Achievement,Recognition
29-1071.00,Physician Assistants,5,Relationships,Working Conditions,Achievement
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",5,Relationships,Achievement,Independence
21-1015.00,Rehabilitation Counselors,5,Relationships,Achievement,Support
19-3031.01,School Psychologists,5,Relationships,Independence,Achievement
25-1113.00,"Social Work Teachers, Postsecondary",5,Relationships,Achievement,Independence
25-2051.00,"Special Education Teachers, Preschool",5,Relationships,Achievement,Independence
29-1127.00,Speech-Language Pathologists,5,Relationships,Achievement,Independence
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5,Relationships,Achievement,Independence
19-3051.00,Urban and Regional Planners,5,Relationships,Achievement,Working Conditions
